from	to
221906_at	TXNRD3NB
221907_at	TRMT61A
221908_at	RNFT2
221909_at	RNFT2
221910_at	ETV1
221911_at	ETV1
221912_s_at	CCDC28B
221913_at	SIRT3
221914_at	SYN1
221915_s_at	RANBP1
221916_at	NEFL
221917_s_at	GRSF1
221918_at	CDK17
221919_at	HNRNPA1
221920_s_at	SLC25A37
221921_s_at	CADM3
221922_at	GPSM2
221923_s_at	NPM1
221924_at	ZMIZ2
221925_s_at	CSPP1
221926_s_at	IL17RC
221927_s_at	ABHD11
221928_at	ACACB
221929_at	RP11-10N23.4
221930_at	PHF7
221931_s_at	SEH1L
221932_s_at	GLRX5
221933_at	NLGN4X
221934_s_at	DALRD3
221935_s_at	EOGT
221936_x_at	MRPL41
221937_at	SYNRG
221938_x_at	MED16
221939_at	YIPF2
221940_at	RPUSD2
221941_at	PAOX
221942_s_at	GUCY1A3
221943_x_at	RPL38
221944_at	FLJ42627
221945_at	FBXO41
221945_at	LOC101927826
221946_at	C9orf116
221948_s_at	KLHL22
221949_at	UBE2D4
221950_at	EMX2
221951_at	TMEM80
221952_x_at	TRMT5
221953_s_at	MMP24-AS1
221954_at	OSER1
221956_at	LRCH4
221957_at	PDK3
221958_s_at	WLS
221959_at	FAM110B
221960_s_at	RAB2A
221961_at	CLCN7
221962_s_at	UBE2H
221963_x_at	ZNF587B
221964_at	TULP3
221966_at	GPR137
221967_at	NXPH4
221968_s_at	ZNF771
221969_at	PAX5
221970_s_at	NOL11
221971_x_at	AGAP10
221971_x_at	AGAP11
221971_x_at	AGAP4
221971_x_at	AGAP5
221971_x_at	AGAP9
221971_x_at	BMS1P5
221971_x_at	CTGLF12P
221971_x_at	LOC101060581
221972_s_at	SDF4
221973_at	LOC100506076
221973_at	LOC100506123
221974_at	IPW
221974_at	LOC101930404
221974_at	PWARSN
221974_at	SNORD107
221974_at	SNORD115-13
221974_at	SNORD115-26
221974_at	SNORD115-7
221974_at	SNORD116-22
221974_at	SNORD116-28
221974_at	SNORD116-4
221974_at	SNRPN
221975_s_at	AP001062.7
221975_s_at	C21orf2
221976_s_at	HDGFRP3
221977_at	TBX2
221978_at	HLA-F
221979_at	TOPORS-AS1
221980_at	EMILIN2
221981_s_at	WDR59
221983_at	FAM134A
221984_s_at	FAM134A
221985_at	KLHL24
221986_s_at	KLHL24
221987_s_at	TSR1
221988_at	SMIM7
221989_at	RPL10
221989_at	SNORA70
221990_at	PAX8
221991_at	NXPH3
221992_at	NPIPB15
221993_s_at	TSR3
221994_at	PDLIM5
221996_s_at	CLTB
221997_s_at	MRPL52
221998_s_at	VRK3
221999_at	VRK3
222000_at	C1orf174
222001_x_at	LINC00623
222001_x_at	LINC00869
222002_at	C7orf26
222003_s_at	DOCK6
222004_s_at	DOCK6
222005_s_at	GNG3
222006_at	LETM1
222007_s_at	FKBP8
222008_at	COL9A1
222009_at	CEMP1
222010_at	SNORA29
222010_at	TCP1
222011_s_at	SNORA29
222011_s_at	TCP1
222012_at	DCAF15
222013_x_at	FAM86A
222014_x_at	MTO1
222015_at	CSNK1E
222016_s_at	ZSCAN31
222017_x_at	LRCH4
222018_at	NACA
222019_at	MIR6834
222019_at	PFDN6
222020_s_at	LOC102725271
222020_s_at	NTM
222021_x_at	SDHAP1
222021_x_at	SDHAP2
222022_at	DTX3
222023_at	AKAP13
222024_s_at	AKAP13
222025_s_at	OPLAH
222026_at	RBM3
222027_at	NUCKS1
222028_at	ZNF45
222029_x_at	MIR6834
222029_x_at	PFDN6
222030_at	SIVA1
222031_at	LOC389906
222032_s_at	USP7
222033_s_at	FLT1
222034_at	GNB2L1
222034_at	SNORD95
222034_at	SNORD96A
222035_s_at	PAPOLA
222036_s_at	MCM4
222037_at	MCM4
222038_s_at	UTP18
222039_at	KIF18B
222040_at	HNRNPA1
222041_at	DPH1
222041_at	OVCA2
222042_x_at	MEX3D
222043_at	CLU
222045_s_at	PCIF1
222046_at	SRRT
222047_s_at	SRRT
222048_at	CRYBB2P1
222049_s_at	RBP4
222051_s_at	RP11-219B4.3
222052_at	C19orf54
222053_at	TAF6L
222054_at	PPIEL
222055_at	FAHD2A
222055_at	FAHD2B
222055_at	FAHD2CP
222056_s_at	FAHD2A
222057_at	NOL12
222058_at	RNF130
222059_at	ZNF335
222060_at	KRT8P12
222061_at	CD58
222062_at	IL27RA
222063_s_at	CDS1
222064_s_at	AARSD1
222064_s_at	PTGES3L
222064_s_at	PTGES3L-AARSD1
222065_s_at	FLII
222067_x_at	HIST1H2BD
222068_s_at	DNAAF1
222070_at	DND1
222071_s_at	SLCO4C1
222072_at	ADD3-AS1
222073_at	COL4A3
222074_at	UROD
222075_s_at	OAZ3
222076_at	HBEGF
222077_s_at	RACGAP1
222078_at	PKLR
222079_at	ERG
222080_s_at	RP1-223E5.4
222080_s_at	SIRT5
222081_at	RP1-223E5.4
222081_at	SIRT5
222082_at	ZBTB7A
222083_at	GLYAT
222084_s_at	SBF1
222086_s_at	WNT6
222087_at	MIR1204
222087_at	PVT1
222088_s_at	SLC2A14
222088_s_at	SLC2A3
222089_s_at	C16orf71
222090_at	NDUFB2-AS1
222091_at	HPCAL4
222092_at	PTPN21
222093_s_at	INO80B
222094_at	LOC101929857
222094_at	LOC101929864
222094_at	SLX1A
222094_at	SLX1A-SULT1A3
222094_at	SLX1B
222094_at	SULT1A3
222094_at	SULT1A4
222095_s_at	FAM163A
222099_s_at	LSM14A
222101_s_at	DCHS1
222102_at	GSTA3
222103_at	ATF1
222104_x_at	GTF2H3
222105_s_at	NKIRAS2
222106_at	PRND
222107_x_at	LZTS1
222108_at	AMIGO2
222109_at	GNL3L
222110_at	SENP5
222111_at	FAM63B
222112_at	EPS15L1
222113_s_at	EPS15L1
222114_x_at	WDR55
222115_x_at	GLYR1
222116_s_at	TBC1D16
222117_s_at	ADCK2
222118_at	CENPN
222119_s_at	FBXO11
222120_at	ZNF764
222121_at	ARHGEF26
222122_s_at	THOC2
222123_s_at	HIF3A
222124_at	HIF3A
222125_s_at	P4HTM
222126_at	AGFG2
222127_s_at	EXOC1
222128_at	NSUN6
222129_at	FAM134A
222130_s_at	FTSJ2
222131_x_at	RHOT2
222132_s_at	AGK
222133_s_at	PHF20L1
222134_at	DDO
222135_at	ZNF814
222136_x_at	ZNF43
222136_x_at	ZNF729
222137_at	CC2D1A
222138_s_at	WDR13
222139_at	ERV3-2
222140_s_at	GPR89A
222140_s_at	GPR89B
222141_at	KLHL22
222142_at	CYLD
222143_s_at	MTMR14
222144_at	KIF17
222146_s_at	TCF4
222147_s_at	ACTR5
222148_s_at	RHOT1
222149_x_at	GOLGA8CP
222149_x_at	GOLGA8DP
222149_x_at	GOLGA8EP
222149_x_at	GOLGA8F
222149_x_at	GOLGA8G
222150_s_at	GSAP
222151_s_at	CEP63
222152_at	PDCD6
222153_at	MYEF2
222154_s_at	SPATS2L
222155_s_at	SLC52A2
222156_x_at	CCPG1
222156_x_at	DYX1C1-CCPG1
222157_s_at	WDR48
222158_s_at	DESI2
222160_at	AKAP8L
222161_at	NAALAD2
222162_s_at	ADAMTS1
222163_s_at	SPATA5L1
222164_at	FGFR1
222165_x_at	C9orf16
222166_at	C9orf16
222168_at	AF198444
222169_x_at	SH2D3A
222170_at	ZNF213-AS1
222171_s_at	PKNOX2
222172_at	NPAS3
222173_s_at	TBC1D2
222175_s_at	MED15
222177_s_at	SCAND2P
222179_at	CDC5L
222180_at	RP11-769O8.3
222181_at	CNOT2
222182_s_at	CNOT2
222183_x_at	MBD3
222184_at	LINC00965
222185_at	PKNOX2
222187_x_at	G3BP1
222188_at	C9orf156
222190_s_at	C16orf58
222191_s_at	B4GALT7
222192_s_at	C2orf43
222193_at	C2orf43
222194_at	FAM66D
222195_s_at	C9orf156
222196_at	LOC389906
222198_at	RP11-930P14.2
222199_s_at	BIN3
222200_s_at	BSDC1
222201_s_at	CASP8AP2
222203_s_at	NT5C1B-RDH14
222203_s_at	RDH14
222204_s_at	RRN3
222205_x_at	FAM182B
222205_x_at	FAM27B
222205_x_at	FAM27C
222206_s_at	NCLN
222208_s_at	POLR2J4
222209_s_at	TMEM135
222210_at	KIAA0195
222210_at	MIR6785
222211_x_at	SCAND2P
222212_s_at	CERS2
222215_at	SLC38A7
222216_s_at	MRPL17
222217_s_at	SLC27A3
222218_s_at	PILRA
222219_s_at	TLE6
222220_s_at	TSNAXIP1
222221_x_at	EHD1
222222_s_at	HOMER3
222223_s_at	IL36RN
222224_at	NACA2
222225_at	RPL23AP53
222226_at	SAA3P
222228_s_at	ALKBH4
222229_x_at	RP13-258O15.1
222229_x_at	RPL26P37
222229_x_at	RPL26P37
222230_s_at	ACTR10
222231_s_at	LRRC59
222233_s_at	DCLRE1C
222234_s_at	DBNDD1
222235_s_at	CSGALNACT2
222236_s_at	ASAP3
222237_s_at	ZNF112
222238_s_at	POLM
222239_s_at	INTS6
222240_s_at	ISYNA1
222241_at	MVB12B
222242_s_at	KLK5
222243_s_at	TOB2
222244_s_at	TUG1
222245_s_at	FER1L4
222248_s_at	SIRT4
222250_s_at	INTS7
222251_s_at	GMEB2
222252_x_at	UBQLN4
222253_s_at	POM121L9P
222254_at	COX6CP2
222254_at	COX6CP2
222255_at	PRX
222256_s_at	JMJD7
222256_s_at	JMJD7-PLA2G4B
222257_s_at	ACE2
222258_s_at	SH3BP4
222259_s_at	SPO11
222260_at	CTD-3126B10.1
222261_at	TLDC1
222262_s_at	ETNK1
222263_at	SLC35E1
222264_at	HNRNPUL2
222265_at	TNS4
222267_at	TMEM209
222268_x_at	MUC5B
222269_at	APOOL
222270_at	SMEK2
222272_x_at	SCIN
222273_at	PAPOLG
222274_at	ZDHHC8P1
222275_at	MRPS30
222276_at	METTL2B
222277_at	C1QTNF9B-AS1
222278_at	LOC101929726
222279_at	HLA-F-AS1
222280_at	LOC100506469
222281_s_at	C1orf186
222281_s_at	LOC100505650
222281_s_at	LOC101929219
222283_at	ZNF480
222285_at	IGHD
222286_at	SNAPC3
222287_at	TRDN
222289_at	KCNC2
222290_at	OR2A20P
222290_at	OR2A9P
222291_at	FAM149A
222292_at	CD40
222293_at	CADM4
222294_s_at	RAB27A
222297_x_at	RPL18P10
222297_x_at	RPL18P10
222301_at	C1orf61
222302_at	RP11-82L18.2
222304_x_at	OR7E47P
222305_at	HK2
222305_at	RP11-259N19.1
222307_at	PDCD4-AS1
222309_at	C6orf62
222310_at	SCAF4
222311_s_at	SCAF4
222314_x_at	EGOT
222315_at	LOC100996756
222317_at	PDE3B
222318_at	ZNF324B
222321_at	AGTR2
222323_at	CRYGEP
222327_x_at	OR7E156P
222333_at	ALS2CL
222334_at	C1orf186
222334_at	LOC100505650
222334_at	LOC101929219
222336_at	SMIM14
222338_x_at	RP11-54K16.2
222343_at	BCL2L11
222345_at	EMC10
222346_at	LAMA1
222348_at	MAST4
222349_x_at	RNF126P1
222351_at	PPP2R1B
222352_at	FBXO31
222353_at	LIMD1
222354_at	F11R
222357_at	ZBTB20
222359_x_at	KDSR
222360_at	DPH5
222361_at	TUBBP5
222362_at	AGFG2
222364_at	SLC44A1
222365_at	TBCEL
222367_at	WHAMMP2
222367_at	WHAMMP3
222369_at	NAA40
222372_at	MAGI1
222374_at	BTRC
222376_at	RP11-499E18.1
222377_at	TBX10
222379_at	KCNE4
222380_s_at	PDCD6
222382_x_at	NUP205
222383_s_at	ALOXE3
222384_at	SMG7-AS1
222385_x_at	SEC61A1
222386_s_at	COPZ1
222387_s_at	VPS35
222388_s_at	VPS35
222389_s_at	WAC
222390_at	WAC
222391_at	TMEM30A
222392_x_at	PERP
222393_s_at	NAA50
222394_at	PDCD6IP
222395_s_at	UBE2Z
222396_at	HN1
222397_at	EFTUD2
222398_s_at	EFTUD2
222399_s_at	TM9SF3
222400_s_at	ADI1
222401_s_at	TMEM50A
222402_at	POMP
222403_at	MTCH2
222404_x_at	PTPLAD1
222405_at	PTPLAD1
222406_s_at	PNRC2
222407_s_at	ZNF106
222408_s_at	YPEL5
222409_at	CORO1C
222410_s_at	SNX6
222411_s_at	SSR3
222412_s_at	SSR3
222413_s_at	KMT2C
222414_at	KMT2C
222415_at	KMT2C
222416_at	ALDH18A1
222417_s_at	SNX5
222418_s_at	TMEM43
222419_x_at	UBE2H
222420_s_at	UBE2H
222421_at	UBE2H
222422_s_at	NDFIP1
222423_at	NDFIP1
222424_s_at	NUCKS1
222425_s_at	POLDIP2
222426_at	MAPKAP1
222427_s_at	LARS
222428_s_at	LARS
222429_at	DBNL
222429_at	MIR6837
222430_s_at	YTHDF2
222431_at	SPIN1
222432_s_at	CCDC47
222433_at	ENAH
222434_at	ENAH
222435_s_at	UBE2J1
222436_s_at	CHMP3
222436_s_at	RNF103
222436_s_at	RNF103-CHMP3
222437_s_at	CHMP3
222437_s_at	RNF103-CHMP3
222438_at	MED4
222439_s_at	THRAP3
222440_s_at	THRAP3
222441_x_at	SLMO2
222442_s_at	ARL8B
222443_s_at	RBM8A
222444_at	ARMCX3
222445_at	SLC39A9
222446_s_at	BACE2
222447_at	METTL9
222448_s_at	CMPK1
222449_at	PMEPA1
222450_at	PMEPA1
222451_s_at	ZDHHC9
222452_s_at	GPBP1L1
222453_at	CYBRD1
222454_s_at	PARVA
222455_s_at	PARVA
222456_s_at	LIMA1
222457_s_at	LIMA1
222458_s_at	AKIRIN1
222459_at	AKIRIN1
222460_s_at	FAM192A
222461_s_at	HERC2
222461_s_at	LOC101929047
222461_s_at	LOC101929832
222462_s_at	BACE1
222463_s_at	BACE1
222464_s_at	MCMBP
222465_at	RSL24D1
222466_s_at	MRPL42
222467_s_at	PPP6R3
222468_at	KIAA0319L
222469_s_at	TOLLIP
222470_s_at	UQCC1
222471_s_at	KCMF1
222472_at	AFTPH
222473_s_at	ERBB2IP
222474_s_at	TOMM22
222475_at	SAP30BP
222476_at	CNOT6
222477_s_at	TM7SF3
222478_at	VPS36
222479_s_at	DYNC1LI1
222480_at	UBE2Q1
222481_at	TIMM10B
222482_at	SSBP3
222483_at	EFHD2
222484_s_at	CXCL14
222485_at	FKBP3
222486_s_at	ADAMTS1
222487_s_at	RPS27L
222488_s_at	DCTN4
222489_s_at	WRNIP1
222490_at	LOC101060521
222490_at	POLR3E
222491_at	HGSNAT
222492_at	PDXK
222493_s_at	ZFAND3
222494_at	FOXN3
222495_at	TMEM167B
222496_s_at	RBM47
222497_x_at	NMD3
222498_at	AZI2
222499_at	MRPS16
222500_at	PPIL1
222501_s_at	REPIN1
222502_s_at	UFM1
222503_s_at	WDR41
222504_s_at	EMC8
222505_at	LMBR1
222506_at	LMBR1
222507_s_at	TMEM9B
222508_s_at	ARGLU1
222509_s_at	ZNF672
222510_s_at	MKRN2
222511_x_at	FAF1
222512_at	NUB1
222513_s_at	SORBS1
222514_at	RRAGC
222515_x_at	TMEM165
222516_at	AP3M1
222517_at	AP3M1
222518_at	ARFGEF2
222519_s_at	IFT57
222520_s_at	IFT57
222521_x_at	NDUFC2
222521_x_at	NDUFC2-KCTD14
222522_x_at	MRPS10
222523_at	SENP2
222524_s_at	ASB6
222525_s_at	CCDC25
222526_at	GATAD2A
222527_s_at	RBM22
222528_s_at	SLC25A37
222529_at	SLC25A37
222530_s_at	MKKS
222531_s_at	AP5M1
222532_at	SRPRB
222533_at	CRBN
222534_s_at	INF2
222535_at	INF2
222536_s_at	ZNF395
222537_s_at	CDC42SE1
222538_s_at	APPL1
222540_s_at	RSF1
222541_at	RSF1
222542_x_at	ADCK3
222543_at	DERL1
222544_s_at	WHSC1L1
222545_s_at	TMEM254
222546_s_at	EPS8L2
222547_at	MAP4K4
222548_s_at	MAP4K4
222549_at	CLDN1
222550_at	ARMC1
222551_s_at	C8orf33
222552_at	GOLT1B
222553_x_at	OXR1
222554_s_at	NOL6
222555_s_at	MRPL44
222556_at	ALG5
222557_at	STMN3
222558_at	RPRD1A
222559_s_at	RPRD1A
222560_at	LANCL2
222561_at	LANCL2
222562_s_at	TNKS2
222563_s_at	TNKS2
222564_at	POGK
222565_s_at	PRKD3
222566_at	SUV420H1
222567_s_at	MEX3C
222568_at	UGGT1
222569_at	UGGT1
222570_at	NCS1
222571_at	ST6GALNAC6
222572_at	PDP1
222573_s_at	SAV1
222574_s_at	DHX40
222575_at	SETD5
222576_s_at	AGO1
222577_at	CCDC90B
222578_s_at	UBA5
222579_at	UBA5
222580_at	ZNF644
222581_at	XPR1
222582_at	PRKAG2
222583_s_at	NUP50
222584_at	MSTO1
222585_x_at	KRCC1
222586_s_at	OSBPL11
222587_s_at	GALNT7
222588_s_at	C11orf57
222589_at	NLK
222590_s_at	NLK
222591_at	STYXL1
222592_s_at	ACSL5
222593_s_at	SPATS2
222594_s_at	SPATS2
222595_s_at	DIDO1
222596_s_at	LGR4
222597_at	SNAP29
222598_s_at	NAV2
222599_s_at	NAV2
222600_s_at	UBA6
222601_at	UBA6
222602_at	UBA6
222603_at	ERMP1
222604_at	GTF3C3
222605_at	RCOR3
222606_at	ZWILCH
222607_s_at	DIS3
222608_s_at	ANLN
222609_s_at	EXOSC1
222610_s_at	S100PBP
222611_s_at	PSPC1
222612_at	PSPC1
222613_at	C12orf4
222615_s_at	LOC100289561
222615_s_at	LOC100630923
222615_s_at	PRKRIP1
222616_s_at	USP16
222617_s_at	FAM204A
222618_at	SMU1
222619_at	ZNF281
222620_s_at	DNAJC1
222621_at	DNAJC1
222622_at	PGP
222623_s_at	ZNF639
222624_s_at	ZNF639
222625_s_at	NDE1
222626_at	RBM26
222627_at	VPS54
222628_s_at	REV1
222629_at	REV1
222630_at	RFX7
222631_at	PI4K2B
222631_at	SEPSECS-AS1
222632_s_at	LZTFL1
222633_at	TBL1XR1
222634_s_at	TBL1XR1
222635_s_at	MED28
222636_at	MED28
222637_at	COMMD10
222638_s_at	TMEM242
222639_s_at	LOC101928290
222639_s_at	LOC101928317
222640_at	DNMT3A
222641_s_at	FAM222B
222642_s_at	TMEM33
222643_s_at	BBS1
222644_s_at	COLGALT1
222645_s_at	KCTD5
222646_s_at	ERO1L
222647_at	SLC35C1
222648_at	TBC1D16
222649_at	XPO4
222650_s_at	SLC2A4RG
222651_s_at	TRPS1
222652_s_at	GLYR1
222653_at	PNPO
222654_at	IMPAD1
222655_s_at	IMPAD1
222656_at	UBE2W
222657_s_at	UBE2W
222658_s_at	APTX
222659_at	IPO11
222659_at	IPO11-LRRC70
222660_s_at	RNF38
222661_at	AGGF1
222662_at	PPP1R3B
222663_at	RIOK2
222664_at	KCTD15
222665_at	RMDN1
222666_s_at	RCL1
222667_s_at	ASH1L
222668_at	KCTD15
222669_s_at	SBDS
222669_s_at	SBDSP1
222670_s_at	MAFB
222671_s_at	JMJD4
222672_at	LYRM4
222673_x_at	FAM122B
222674_at	C9orf114
222675_s_at	BAIAP2L1
222676_at	BRI3
222676_at	FLJ30064
222678_s_at	DCUN1D1
222679_s_at	DCUN1D1
222680_s_at	DTL
222681_at	POGLUT1
222682_s_at	FAM114A2
222683_at	RNF20
222684_s_at	NOL10
222685_at	HAUS6
222686_s_at	CPPED1
222687_s_at	ACER3
222688_at	ACER3
222689_at	ACER3
222690_s_at	TMEM39A
222691_at	SLC35B3
222692_s_at	FNDC3B
222692_s_at	LOC101928615
222693_at	FNDC3B
222693_at	LOC101928615
222694_at	CENPBD1P1
222695_s_at	AXIN2
222696_at	AXIN2
222697_s_at	ABHD10
222698_s_at	IMPACT
222699_s_at	PLEKHF2
222700_at	ATL2
222701_s_at	CHCHD7
222702_x_at	CRIPT
222703_s_at	YRDC
222704_at	POLR1A
222705_s_at	SLC25A15
222706_at	CWC25
222707_s_at	ACTR8
222708_s_at	STX17
222709_at	ATG7
222710_at	AMIGO3
222710_at	GMPPB
222711_s_at	RHBDF1
222712_s_at	MUC13
222713_s_at	FANCF
222714_s_at	LACTB2
222715_s_at	SYNRG
222716_s_at	SNX24
222717_at	SDPR
222718_at	TMEM8A
222719_s_at	PDGFC
222720_x_at	C1orf27
222721_at	CNIH4
222722_at	OGN
222723_at	VWA1
222724_at	VWA1
222725_s_at	PALMD
222726_s_at	EXOC5
222727_s_at	SLC8B1
222728_s_at	MIR1304
222728_s_at	SNORA1
222728_s_at	SNORA18
222728_s_at	SNORA32
222728_s_at	SNORA40
222728_s_at	SNORA8
222728_s_at	SNORD5
222728_s_at	TAF1D
222729_at	FBXW7
222730_s_at	ZDHHC2
222731_at	ZDHHC2
222732_at	TRIM39
222732_at	TRIM39-RPP21
222733_x_at	RRP1
222734_at	WARS2
222735_at	TMEM38B
222736_s_at	TMEM38B
222737_s_at	BRD7
222738_at	CLDN22
222738_at	WWC2
222739_at	TMEM62
222740_at	ATAD2
222741_s_at	SAYSD1
222742_s_at	IFT22
222743_s_at	C11orf71
222744_s_at	TMLHE
222745_s_at	KATNBL1
222746_s_at	BSPRY
222747_s_at	SCML1
222748_s_at	TXNL4B
222749_at	SUFU
222750_s_at	SRD5A3
222751_at	HERPUD2
222752_s_at	TMEM206
222753_s_at	SPCS3
222754_at	TRNT1
222755_s_at	CHD7
222756_s_at	ARRB1
222757_s_at	ZAK
222758_s_at	TMEM132A
222759_at	SUV420H1
222760_at	ZNF703
222761_at	BIVM
222762_x_at	LIMD1
222763_s_at	SFT2D3
222763_s_at	WDR33
222764_at	ASRGL1
222765_x_at	ESF1
222766_at	POLR3K
222767_s_at	C12orf49
222768_s_at	TRMT6
222769_at	MTHFSD
222770_s_at	GUF1
222771_s_at	MYEF2
222772_at	MYEF2
222773_s_at	GALNT12
222774_s_at	NETO2
222775_s_at	MRPL35
222776_at	MAGOHB
222777_s_at	WHSC1
222778_s_at	WHSC1
222779_s_at	C17orf85
222780_s_at	BAALC
222781_s_at	C9orf40
222782_s_at	GMIP
222783_s_at	SMOC1
222784_at	SMOC1
222785_x_at	C11orf1
222786_at	CHST12
222787_s_at	TMEM106B
222788_s_at	RSBN1
222789_at	RSBN1
222790_s_at	RSBN1
222791_at	RSBN1
222792_s_at	CCDC59
222793_at	DDX58
222794_x_at	MTPAP
222795_s_at	PLCXD1
222796_at	ATP5J2-PTCD1
222796_at	PTCD1
222797_at	DPYSL5
222798_at	PTER
222799_at	WDR91
222800_at	TRNAU1AP
222801_s_at	STAG3L4
222802_at	EDN1
222803_at	PRTFDC1
222804_x_at	DCAF10
222805_at	MANEA
222806_s_at	C11orf30
222807_at	C11orf30
222808_at	ALG13
222809_x_at	CCDC85C
222810_s_at	RASAL2
222811_at	CMTR2
222812_s_at	RHOF
222813_at	ZNF668
222814_s_at	ZNHIT2
222815_at	RLIM
222816_s_at	ZCCHC2
222817_at	HSD3B7
222818_at	OSBPL10
222819_at	CTPS2
222820_at	TNRC6C
222821_s_at	GEMIN7
222822_s_at	MMRN2
222823_at	IPPK
222824_at	NUDT5
222825_at	OTUD6B
222826_at	BLOC1S6
222827_s_at	KLHL41
222828_at	IL20RA
222829_s_at	IL20RA
222830_at	GRHL1
222831_at	SAP30L
222832_s_at	MFF
222833_at	LPCAT2
222834_s_at	GNG12
222835_at	THSD4
222836_at	NAA15
222837_s_at	NAA15
222838_at	SLAMF7
222839_s_at	PAPOLG
222840_at	ATG2B
222841_s_at	TIMM22
222842_at	AGO4
222843_at	FIGNL1
222844_s_at	SRR
222845_x_at	TMBIM4
222846_at	RAB8B
222847_s_at	EGLN3
222848_at	CENPK
222849_s_at	SCRN3
222850_s_at	DNAJB14
222851_at	ZNF654
222852_at	C10orf88
222853_at	FLRT3
222854_s_at	GEMIN8
222855_s_at	TRPV2
222856_at	APLN
222857_s_at	KCNMB4
222858_s_at	DAPP1
222859_s_at	DAPP1
222860_s_at	PDGFD
222861_x_at	FBXO44
222862_s_at	AK5
222863_at	ZBTB10
222864_s_at	ZNF219
222865_x_at	TMEM204
222866_s_at	FLVCR2
222867_s_at	MED31
222868_s_at	IL18BP
222869_s_at	ELAC1
222870_s_at	B3GNT2
222871_at	KLHDC8A
222872_x_at	NABP1
222873_s_at	EHMT1
222874_s_at	CLN8
222875_at	DHX33
222876_s_at	ADAP2
222877_at	NRP2
222878_s_at	OTUB2
222879_s_at	POLH
222880_at	AKT3
222881_at	HPSE
222882_s_at	C17orf59
222883_at	COA7
222884_at	ZNF346
222885_at	EMCN
222886_at	NSUN3
222887_s_at	TMEM127
222888_at	CCNJ
222889_at	DCLRE1B
222890_at	CCDC113
222891_s_at	BCL11A
222892_s_at	TMEM40
222893_s_at	RPAP2
222894_x_at	NDUFAF5
222895_s_at	BCL11B
222896_at	TMEM38A
222897_s_at	ZFP64
222898_s_at	DLL3
222899_at	ITGA11
222900_at	NRIP3
222901_s_at	KCNJ16
222902_s_at	EXO5
222903_s_at	CPEB1
222904_s_at	TMC5
222905_s_at	TMEM143
222906_at	FLVCR1
222907_x_at	TMEM50B
222908_at	PIEZO2
222909_s_at	BAG4
222910_s_at	PEX5L
222911_s_at	CXorf36
222912_at	ARRB1
222913_at	KLF3
222914_s_at	TMEM121
222915_s_at	BANK1
222916_s_at	HDLBP
222917_s_at	TBX3
222918_at	RAB9B
222919_at	TRDN
222920_s_at	TESPA1
222921_s_at	HEY2
222922_at	KCNE3
222923_s_at	KCNE3
222924_at	SLMAP
222925_at	DCDC2
222926_at	DCDC2
222927_s_at	CPLX3
222928_s_at	FAM160B2
222929_at	FAM160B2
222930_s_at	AGMAT
222931_s_at	THNSL1
222932_at	EHF
222933_at	MORN1
222934_s_at	CLEC4E
222935_x_at	SLC39A8
222936_s_at	DESI2
222937_s_at	MMP28
222938_x_at	ENPP3
222939_s_at	SLC16A10
222940_at	SULT1E1
222941_at	USP46
222942_s_at	TIAM2
222943_at	GBA3
222944_s_at	MAGIX
222945_x_at	OLAH
222946_s_at	AUNIP
222947_at	LOC100379224
222948_s_at	MRPS18C
222949_at	NXF3
222950_at	NIPAL2
222951_s_at	ANKEF1
222952_s_at	TLR7
222953_at	GPR83
222954_at	FBXO40
222955_s_at	FAM45A
222955_s_at	FAM45B
222956_at	FIGN
222957_at	NEU4
222958_s_at	DEPDC1
222959_at	CNGB3
222960_at	CACNA1H
222961_at	SERINC2
222962_s_at	MCM10
222963_s_at	IL1RAPL1
222964_at	USP49
222965_at	PRO2214
222966_at	TLK1
222967_at	SLC5A7
222969_at	B3GALT1
222971_at	NDUFA2
222972_at	VSX1
222974_at	IL22
222975_s_at	CSDE1
222976_s_at	TPM3
222977_at	SURF4
222978_at	SURF4
222979_s_at	SURF4
222980_at	RAB10
222981_s_at	RAB10
222982_x_at	SLC38A2
222983_s_at	PAIP2
222984_at	PAIP2
222985_at	YWHAG
222986_s_at	SHISA5
222987_s_at	TMEM9
222988_s_at	TMEM9
222989_s_at	UBQLN1
222990_at	UBQLN1
222991_s_at	UBQLN1
222992_s_at	NDUFB9
222993_at	MRPL37
222994_at	PRDX5
222995_s_at	RHBDD2
222996_s_at	CXXC5
222997_s_at	MRPS21
222998_at	MAF1
222999_s_at	CCNL2
223000_s_at	F11R
223001_at	OSTC
223002_s_at	XRN2
223003_at	C19orf43
223004_s_at	TIMMDC1
223005_s_at	TMEM245
223006_s_at	TMEM245
223007_s_at	TMEM245
223008_s_at	TMEM245
223009_at	LAMTOR1
223010_s_at	OCIAD1
223011_s_at	OCIAD1
223012_at	MIR4746
223012_at	UBXN6
223013_at	TBL1XR1
223014_at	UBE2R2
223015_at	EIF2A
223016_x_at	ZRANB2
223017_at	TXNDC12
223018_at	NOB1
223019_at	FAM129B
223020_at	CLPTM1L
223021_x_at	VTA1
223022_s_at	VTA1
223023_at	BET1L
223024_at	AP1M1
223025_s_at	AP1M1
223026_s_at	VPS29
223027_at	SNX9
223028_s_at	SNX9
223029_s_at	TRAF7
223030_at	TRAF7
223031_s_at	TRAF7
223032_x_at	PRELID1
223033_s_at	SCYL1
223034_s_at	C1orf43
223035_s_at	FARSB
